page,block_type,character,text,explicit_tone,scene
254,DIALOGUE,CONTINUOUS,deftly detaches the circular seal from the,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,CONTINUOUS,envelope.,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,CONTINUOUS,(Intercut The Director runs into a,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,CONTINUOUS,"corridor in the college building, closing",,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,CONTINUOUS,his umbrella),,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,CONTINUOUS,question paper and gives it to Farhan.,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,CONTINUOUS,jSUpks,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,RANCHO,bldk dkWih cuk] t+hjksDl dkWih cuk tYnhA,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,RANCHO,copier and switches it on.,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,RANCHO,(Intercut The Director hurries down a,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,RANCHO,corridor.),,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,RANCHO,from the copier and returns the original,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,RANCHO,to Rancho.,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,FARHAN,;s ys!,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,FARHAN,into the envelope and brings out a bottle,,"INT. DIRECTOR’S OFFICE, ICE"
254,DIALOGUE,FARHAN,of glue.,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,(Intercut The Director heads towards a,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,fl ight of steps),,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,envelope.,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,(Intercut The Director hurries up the,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,stairs),,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,jSUpks,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,RANCHO,dgk¡ ls feyk Fkk\,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,ihNsA,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,jSUpks,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,RANCHO,ogha ij j[knsA,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,FARHAN,jSUpks,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,RANCHO,vkjke lsA,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,CONTINUOUS,"and surveys it, panting with rage and",,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,CONTINUOUS,"exertion. At fi rst glance, everything seems",,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,CONTINUOUS,"in its place, untouched. Then his gaze falls",,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,CONTINUOUS,on the copier. It’s on.,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,CONTINUOUS,paper in it. He checks the seal on the,,"INT. DIRECTOR’S OFFICE, ICE"
255,DIALOGUE,CONTINUOUS,envelope and feels the glue on it.,,"INT. DIRECTOR’S OFFICE, ICE"
256,DIALOGUE,FARHAN,cp x;s!,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,FARHAN,jktw,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RAJU,"vks, dgk¡ x;s Fks ;kj\ gk¡\",,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RAJU,heartbeats gradually slowing down. Rancho,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RAJU,takes out the question paper from his bag,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RAJU,and hands it to Raju.,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RAJU,jSUpks,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RANCHO,;s ysA,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RANCHO,jktw,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,FARHAN,",s'k djA",,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RANCHO,jSUpks,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RANCHO,"ok;jl us rq>s Qsy djus ds fy, [kqn lsV",,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RANCHO,fd;k FkkA,,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RANCHO,"glances at the question paper, shaking",,"INT. ROOM, HOSTEL, ICE"
256,DIALOGUE,RANCHO,his head.,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RANCHO,jktw,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,vthc nksLr feys gSa ;kjA igys lj mBk ds,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,thuk fl[kkrs gSA fQj lj >qdkus ds dke,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,"upright, then offer a path to shame No way.",,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,djokrs gSA ugha ;kj ikl gksaxs rks vius,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,ne ls,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,"throws it over his head, towards the",,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,door.,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,vjs!,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,jktw,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,ojuk Qsy lghA,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,RAJU,new respect and pride.,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,lkys!,affectionately,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,dehus us fny thr fy;kA eu fd;k lkys dks,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,lkyk cuk ywa,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,him as family,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,ij fQj eSaus vius beks'ku dks dUVªksy,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,but then I controlled my emotions.,,"INT. ROOM, HOSTEL, ICE"
257,DIALOGUE,FARHAN,fd;kA,,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,FARHAN,"stands at the entrance. Raju, Farhan and",,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,FARHAN,the room and stops at the crumpled,,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,FARHAN,question paper on the ground. He picks it,,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,FARHAN,"up, opens it and looks at it. He looks up",,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,FARHAN,at the boys. His gaze focusses on Rancho.,,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,FARHAN,and starts hitting Rancho with it.,,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,DIRECTOR,trying to get him to stop. Rancho stands,,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,DIRECTOR,"silent, head bowed, taking every blow",,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,DIRECTOR,without protest.,,"INT. ROOM, HOSTEL, ICE"
258,DIALOGUE,DIRECTOR,pksj!,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,flLVe psat djus vk;s FksA,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,esjs njokt+s is lq lq djksxs! lq lq djksxs esjs,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,njokt+s ij!,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,FARHAN,lj D;k dj jgs gSa lj!,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,FARHAN,as the Director hits him like a man,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,FARHAN,possessed.,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,;w vkj jLVhdsfVMA dy lqcg rd rqe yksx,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,;gk¡ ls fudy ughaa x;s rks vkb foy dkWy n,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,"by morning, I’ll call the police! I will call",,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,iqfyl! vkb foy dkWy n iqfyl!,,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,"the police! Rascals! Rascals, all of you!",,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,jkLdYl! jkLdYl] vkWy vkWQ ;w!,to the three of them,"INT. ROOM, HOSTEL, ICE"
259,DIALOGUE,DIRECTOR,leaves the room.,,"INT. ROOM, HOSTEL, ICE"
260,DIALOGUE,(O.S.),mlds ikl esjs vkWfQl dh pkch dgk¡ ls,,"INT. ROOM, HOSTEL, ICE"
260,DIALOGUE,(O.S.),vk;h\,,"INT. ROOM, HOSTEL, ICE"
260,DIALOGUE,LATER THE SAME NIGHT,table. Mona sits on a chair a little away.,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,LATER THE SAME NIGHT,"room, waiting for an answer.",,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,LATER THE SAME NIGHT,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,PIA,pkch eSaus mldks nh Fkh MSMA,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,PIA,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,PIA,vkb fo'k ;s pkch Hkb;k dks nh gksrhA vkt,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,PIA,oks ft+Unk gksrsA,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,MONA,eyes.,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,MONA,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,PIA,vkidks D;k yxrk gS] fd Hkb;k Vªsu ls fxj,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,PIA,ds ejs Fks\,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,PIA,died?,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,PIA,forward.,,"INT. DIRECTOR’S HOUSE, ICE"
260,DIALOGUE,MONA,her Father.,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,vkius fMlkbM dj fy;k fd oks ba ft+ fu;j cus a xs A,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,dHkh mlls iw Nk dh oks D;k cuuk pkgrs gS a,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,ever ask him what he wanted to be?,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,uncomprehending.,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,fdruk izS'kj Mkyk Hkb;k is MSM bUVjSUl bXt+Se,her voice breaking,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,chose death over the entrance exam.,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,nsus ls ej tkuk mUgsa vklku yxkA,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,"at her Father accusingly, before leaving",,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,PIA,the room.,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,DIRECTOR,;s D;k dg jgh gS\,"to Mona, whispering, shocked","INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,DIRECTOR,eksuk,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,esa tkb;s,urgently,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,"tear-stained, a duffel bag in her hand. She",,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,upturns the bag. Her brother’s knick-knacks,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,tumble onto the dining table.,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,eksuk,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,fi;k] LVkWi bV! D;k dj jgh gS fi;k! eSaus,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,dgk uk---,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,a piece of paper from the contents of the,,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,"bag. Holding it with both hands, weeping,",,"INT. DIRECTOR’S HOUSE, ICE"
261,DIALOGUE,MONA,she turns to her Father.,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,MONA,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,pkgrs FksA,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,writer.,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,hands.,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,ij bl lqlkbM uksV ls T;knk dqN fy[k ugha,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,ik;s] MSMA,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,eksuk,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,MONA,fi;k okil j[k ns oks ySVj Iyht+!,tears fi lling her eyes,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,MONA,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,dc rc Nqik ds j[kksxh nhnhA,"shouting, in anguish","INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,uncontrollably.,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,",d ckj] cl ,d ckj vki mls dg nsrs",,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,fd ughaa gksrh bafUt+fu;fjax rks NksM+ nsA tks,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,engineering if you don’t want to. Just do,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,ilan gS oks dj,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,"what your heart is in,” then he would be",,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,alive today.,,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,rks vkt Hkb;k ftank gksrs MSMA,shaking the suicide note in his face,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,"pulls at it with both hands. Pia, sobbing",,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,PIA,"brokenly, fi nally lets it go.",,"INT. DIRECTOR’S HOUSE, ICE"
262,DIALOGUE,DIRECTOR,oks lqlkbM ughaa dj ldrkA,"fi ercely, on the verge of breaking down","INT. DIRECTOR’S HOUSE, ICE"
263,DIALOGUE,DIRECTOR,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
263,DIALOGUE,PIA,;w vkj jkbV MSMA oks lqlkbZM ugha] eMZj,delivering a verdict,"INT. DIRECTOR’S HOUSE, ICE"
263,DIALOGUE,PIA,was murder.,,"INT. DIRECTOR’S HOUSE, ICE"
263,DIALOGUE,PIA,helmet and raincoat on the way out.,,"INT. DIRECTOR’S HOUSE, ICE"
263,DIALOGUE,PIA,man.,,"INT. DIRECTOR’S HOUSE, ICE"
263,DIALOGUE,NIGHT,in the city has come to a standstill.,,"EXT. CITY, MUMBAI LATER SAME"
263,DIALOGUE,NIGHT,"area of her hospital, trying to calm herself",,INT. HOSPITAL–LATER SAME
263,DIALOGUE,NIGHT,"down. On a television set behind her, a",,INT. HOSPITAL–LATER SAME
263,DIALOGUE,NIGHT,are completely submerged because of the,,INT. HOSPITAL–LATER SAME
263,DIALOGUE,NIGHT,rain.,,INT. HOSPITAL–LATER SAME
263,DIALOGUE,CONTINUOUS,"and Raju step out of their room, into knee-",,"EXT. CORRIDOR, HOSTEL, ICE"
263,DIALOGUE,CONTINUOUS,deep water. Raju walks with a crutch.,,"EXT. CORRIDOR, HOSTEL, ICE"
263,DIALOGUE,CONTINUOUS,bag.,,"EXT. CORRIDOR, HOSTEL, ICE"
263,DIALOGUE,CONTINUOUS,"into the pile of his son’s belongings, on",,"INT. DIRECTOR’S HOUSE, ICE"
263,DIALOGUE,CONTINUOUS,the dining table. He picks up a book and,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,CONTINUOUS,opens it slowly. Mona’s voice comes from,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,CONTINUOUS,across the room.,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,MONA,"hear her. Behind him, Mona crouches on",,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,MONA,"the ground, holding her stomach. She’s",,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,MONA,in pain.,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,CONTINUOUS,to Millimeter.,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,CONTINUOUS,jSUpks,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,RANCHO,vjs rq>s cksyk uk okil tkukA rks ihNs ihNs,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,RANCHO,us?,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,RANCHO,feyhfeVj,,"INT. DIRECTOR’S HOUSE, ICE"
264,DIALOGUE,DIRECTOR (O.S.),voice.,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,(O.S.),"bonnet of the car, talking agitatedly on",,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,(O.S.),the phone.,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,DIRECTOR,"fdlh vkSj gkWfLiVy ls ,sEcqysal exakvksA",,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,DIRECTOR,(Intercut An ambulance driver sits,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,DIRECTOR,inside his unmoving ambulance as the,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,DIRECTOR,rain beats down),,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,DIRECTOR,",sEcqysUl xk;",,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,AMBULANCE GUY,iwjs 'kgj esa ikuh Hkjk gqvk gS tukcA ge,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,AMBULANCE GUY,dqN ugha dj ldrsA,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,AMBULANCE GUY,helpless.,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,AMBULANCE GUY,on the phone with Pia.,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,AMBULANCE GUY,eksuk,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,MONA,ugha fi;k oks,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,MONA,jSUpks,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,MONA,gs eksuk] D;k gqvk\,,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,RANCHO,"(Intercut Pia, still in the hospital waiting",,"INT. DIRECTOR’S HOUSE, ICE"
265,DIALOGUE,RANCHO,"area, speaks urgently into the phone)",,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,RANCHO,fi;k,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,PIA,jSUpks ;gk¡ igqapuk bEikSflcy gSA vc eSa tSlk,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,PIA,dgrh gw¡ oSlk djksA,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,(O.S.),vki le> ugha jgs gSa] n okVj cSx gSt+ cLZVA,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,(O.S.),vki yksxks us bruk lc,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,(O.S.),at it.,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,DIRECTOR,fMLduSDV dj fn;k! eksuk!,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,DIRECTOR,of the car. He peers into the car. The back,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,DIRECTOR,door is open and Mona’s gone.,,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,DIRECTOR,eksuk\,alarmed,"INT. DIRECTOR’S HOUSE, ICE"
266,DIALOGUE,CONTINOUS,"a fl ooded corridor, Millimeter walking",,"EXT. CORRIDOR, ICE"
266,DIALOGUE,CONTINOUS,"beside them. Raju follows behind, on the",,"EXT. CORRIDOR, ICE"
266,DIALOGUE,CONTINOUS,phone with Pia.,,"EXT. CORRIDOR, ICE"
266,DIALOGUE,HOSPITAL CONTINUOUS,pitch dark.,,"INT. COMMON ROOM, ICE"
266,DIALOGUE,HOSPITAL CONTINUOUS,jSUpks,,"INT. COMMON ROOM, ICE"
266,DIALOGUE,RANCHO,laHkky laHkkyA,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RANCHO,jSUpks,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RANCHO,ykbV vkWu dj] ykbV vkWu dj!,to Millimeter,"INT. COMMON ROOM, ICE"
267,DIALOGUE,FARHAN,dgk¡ dgk¡ dgk¡A,to Rancho,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RANCHO,the table tennis table.,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RANCHO,jktw,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,gk¡] ge yksx igqp x;s] dkSeu :e ds,"to Pia, on the phone","INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,vUnjA,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,station and opens a laptop.,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,fi;k,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,PIA,jktw] osc dSejk vkWu djksA,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,PIA,common room and turns it on.,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,PIA,jktw,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,gk¡ gk¡A,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,the screen on Pia’s laptop.,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,jktw,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,gk¡ fi;kA,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,RAJU,fi;k,,"INT. COMMON ROOM, ICE"
267,DIALOGUE,PIA,jktw] nhnh dgk¡ gaS\ 'kks ehA,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,PIA,jktw,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,RAJU,gk¡ gk¡ gksYM vkWu] gksYM vkWu] MksUV,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,RAJU,oWjh! gksYM vkWu] gksYM vkWu!,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,RAJU,computer table to where Mona is lying.,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,FARHAN,;s yks] fi;kA,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,FARHAN,fi;k,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,PIA,nhnh lc Bhd gks tk;sxkA eSa gw¡ rqEgkjs ikl],,"INT. COMMON ROOM, ICE"
268,DIALOGUE,PIA,vksds\,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,MONA,"joins Pia. She looks at the laptop screen,",yelling,"INT. COMMON ROOM, ICE"
268,DIALOGUE,MONA,worried.,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,MONA,fi;k,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,PIA,jSUpks tc nqfu;k esa gkWfLiVy vkSj MkWDVj ugha,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,PIA,"or doctors, babies were delivered.",,"INT. COMMON ROOM, ICE"
268,DIALOGUE,PIA,"next to him, nods, dazed.",,"INT. COMMON ROOM, ICE"
268,DIALOGUE,PIA,jSUpks,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,RANCHO,gk¡A,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,RANCHO,into the web camera.,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,RANCHO,fi;k,,"INT. COMMON ROOM, ICE"
268,DIALOGUE,PIA,nhnh dh fMyhojh rqe yksx djksxsA,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,fear and pain.,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,jSUpks,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,RANCHO,vkWy bt+ osy] vkWy bt+ osy!,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,RANCHO,"common room door, bellowing.",,"INT. COMMON ROOM, ICE"
269,DIALOGUE,DIRECTOR,gkWo Ms;j ;w\ rqe yksx dj D;k jgs gks\,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,DIRECTOR,fi;k vkWu n dkseu :e dkEiw;Vj,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,fnl] vksds!,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,in confusion.,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,fi;k vkWu n dkseu :e dkEiw;Vj,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,feyhfeVj diM+s lq[kkus dk fDyi vkSj xje,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,"get clothes clips and hot water. Rancho,",,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,ikuh ykvksA jSUpks rqe nhnh dks doj djksA,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,cover Mona.,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,PIA,jSUpks,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,RANCHO,gk¡ gk¡!,,"INT. COMMON ROOM, ICE"
269,DIALOGUE,RANCHO,dashes towards a window.,,"INT. COMMON ROOM, ICE"
